Symbol,Name,Share_Price
774,774,312
775,775,725
776,776,351
777,777,168
778,778,588
779,779,379
780,780,936
781,781,214
782,782,517
783,783,976
784,784,558
785,785,433
786,786,724
787,787,511
788,788,543
789,789,249
790,790,670
791,791,932
792,792,75
793,793,228
794,794,84
795,795,818
796,796,256
797,797,824
798,798,212
799,799,713
800,800,798
801,801,618
802,802,610
803,803,231
804,804,326
805,805,444
806,806,549
807,807,390
808,808,734
809,809,343
810,810,911
811,811,310
812,812,206
813,813,852
814,814,969
815,815,488
816,816,601
817,817,312
818,818,828
819,819,79
820,820,268
821,821,500
822,822,366
823,823,179
824,824,856
825,825,519
826,826,937
827,827,101
828,828,323
829,829,574
830,830,887
831,831,70
832,832,554
833,833,226
834,834,315
835,835,160
836,836,118
837,837,529
838,838,442
839,839,416
840,840,143
841,841,206
842,842,938
843,843,926
844,844,448
845,845,299
846,846,876
847,847,204
848,848,29
849,849,171
850,850,767
851,851,534
852,852,540
853,853,775
854,854,334
855,855,764
856,856,667
857,857,36
858,858,662
859,859,335
860,860,407
861,861,111
862,862,544
863,863,483
864,864,998
865,865,262
866,866,973
867,867,865
868,868,775
869,869,71
870,870,285
871,871,832
872,872,221
873,873,990
874,874,889
875,875,802
876,876,345
877,877,54
878,878,34
879,879,786
880,880,937
881,881,292
882,882,866
883,883,861
884,884,717
885,885,658
886,886,32
887,887,38
888,888,691
889,889,470
890,890,308
891,891,956
892,892,349
893,893,421
894,894,975
895,895,91
896,896,910
897,897,162
898,898,780
899,899,421
900,900,785
901,901,482
902,902,119
903,903,75
904,904,867
905,905,641
906,906,895
907,907,448
908,908,977
909,909,753
910,910,631
911,911,789
912,912,774
913,913,306
914,914,529
915,915,958
916,916,794
917,917,323
918,918,955
919,919,358
920,920,100
921,921,615
922,922,215
923,923,893
924,924,472
925,925,854
926,926,904
927,927,422
928,928,198
929,929,355
930,930,260
931,931,79
932,932,724
933,933,376
934,934,333
935,935,866
936,936,597
937,937,518
938,938,182
939,939,996
940,940,370
941,941,288
942,942,286
943,943,192
944,944,422
945,945,451
946,946,660
947,947,286
948,948,543
949,949,825
950,950,204
951,951,606
952,952,83
953,953,285
954,954,405
955,955,104
956,956,206
957,957,326
958,958,218
959,959,680
960,960,913
961,961,205
962,962,438
963,963,153
964,964,856
965,965,687
966,966,709
967,967,526
968,968,977
969,969,386
970,970,450
971,971,356
972,972,196
973,973,363
974,974,843
975,975,43
976,976,164
977,977,656
978,978,993
979,979,550
980,980,348
981,981,801
982,982,210
983,983,441
984,984,933
985,985,666
986,986,649
987,987,21
988,988,862
989,989,920
990,990,75
991,991,224
992,992,693
993,993,765
994,994,555
995,995,474
996,996,409
997,997,704
998,998,373
999,999,175
1000,1000,677
1001,1001,415
1002,1002,940
1003,1003,851
1004,1004,541
1005,1005,894
1006,1006,587
1007,1007,450
1008,1008,262
1009,1009,22
1010,1010,425
1011,1011,156
1012,1012,952
1013,1013,334
1014,1014,998
1015,1015,247
1016,1016,61
1017,1017,575
1018,1018,655
1019,1019,745
1020,1020,550
1021,1021,536
1022,1022,511
1023,1023,569
1024,1024,440
1025,1025,101
1026,1026,706
1027,1027,907
1028,1028,832
1029,1029,125
1030,1030,170
1031,1031,390
1032,1032,988
1033,1033,776
1034,1034,590
1035,1035,545
1036,1036,616
1037,1037,88
1038,1038,937
1039,1039,580
1040,1040,921
1041,1041,665
1042,1042,542
1043,1043,492
1044,1044,925
1045,1045,254
1046,1046,847
1047,1047,880
1048,1048,225
1049,1049,703
1050,1050,171
1051,1051,590
1052,1052,867
1053,1053,178
1054,1054,388
1055,1055,307
1056,1056,75
1057,1057,84
1058,1058,506
1059,1059,61
1060,1060,353
1061,1061,46
1062,1062,402
1063,1063,261
1064,1064,230
1065,1065,283
1066,1066,764
1067,1067,940
1068,1068,673
1069,1069,855
1070,1070,941
1071,1071,660
1072,1072,822
1073,1073,587
1074,1074,39
1075,1075,687
1076,1076,498
1077,1077,675
1078,1078,694
1079,1079,790
1080,1080,568
1081,1081,581
1082,1082,709
1083,1083,101
1084,1084,836
1085,1085,54
1086,1086,435
1087,1087,901
1088,1088,914
1089,1089,299
1090,1090,68
1091,1091,145
1092,1092,374
1093,1093,83
1094,1094,813
1095,1095,639
1096,1096,32
1097,1097,332
1098,1098,169
1099,1099,440
1100,1100,486
1101,1101,259
1102,1102,670
1103,1103,901
1104,1104,856
1105,1105,912
1106,1106,240
1107,1107,600
1108,1108,862
1109,1109,437
1110,1110,427
1111,1111,314
1112,1112,620
1113,1113,905
1114,1114,327
1115,1115,407
1116,1116,308
1117,1117,177
1118,1118,696
1119,1119,54
1120,1120,421
1121,1121,420
1122,1122,757
1123,1123,164
1124,1124,44
1125,1125,395
1126,1126,813
1127,1127,564
1128,1128,765
1129,1129,865
1130,1130,401
1131,1131,715
1132,1132,160
1133,1133,690
1134,1134,312
1135,1135,993
1136,1136,476
1137,1137,17
1138,1138,614
1139,1139,477
1140,1140,1000
1141,1141,855
1142,1142,253
1143,1143,730
1144,1144,558
1145,1145,625
1146,1146,938
1147,1147,158
1148,1148,744
1149,1149,564
1150,1150,312
1151,1151,898
1152,1152,672
1153,1153,392
1154,1154,364
1155,1155,771
1156,1156,686
1157,1157,872
1158,1158,356
1159,1159,670
1160,1160,797
1161,1161,367
1162,1162,771
1163,1163,78
1164,1164,836
1165,1165,729
1166,1166,580
1167,1167,159
1168,1168,509
1169,1169,763
1170,1170,711
1171,1171,493
1172,1172,436
1173,1173,886
1174,1174,423
1175,1175,633
1176,1176,493
1177,1177,503
1178,1178,481
1179,1179,183
1180,1180,198
1181,1181,246
1182,1182,778
1183,1183,211
1184,1184,440
1185,1185,768
1186,1186,606
1187,1187,121
1188,1188,624
1189,1189,348
1190,1190,786
1191,1191,188
1192,1192,631
1193,1193,236
1194,1194,100
1195,1195,789
1196,1196,450
1197,1197,414
1198,1198,185
1199,1199,888
1200,1200,595
1201,1201,51
1202,1202,180
1203,1203,982
1204,1204,301
1205,1205,802
1206,1206,46
1207,1207,18
1208,1208,435
1209,1209,333
1210,1210,637
1211,1211,436
1212,1212,919
1213,1213,166
1214,1214,664
1215,1215,833
1216,1216,980
1217,1217,712
1218,1218,174
1219,1219,366
1220,1220,846
1221,1221,579
1222,1222,430
1223,1223,858
1224,1224,396
1225,1225,312
1226,1226,267
1227,1227,934
1228,1228,209
1229,1229,506
1230,1230,18
1231,1231,185
1232,1232,759
1233,1233,906
1234,1234,609
1235,1235,973
1236,1236,202
1237,1237,265
1238,1238,147
1239,1239,717
1240,1240,143
1241,1241,945
1242,1242,746
1243,1243,201
1244,1244,485
1245,1245,386
1246,1246,999
1247,1247,801
1248,1248,689
1249,1249,593
1250,1250,574
1251,1251,798
1252,1252,142
1253,1253,545
1254,1254,382
1255,1255,169
1256,1256,837
1257,1257,310
1258,1258,178
1259,1259,532
1260,1260,632
1261,1261,689
1262,1262,542
1263,1263,62
1264,1264,922
1265,1265,829
1266,1266,688
1267,1267,194
1268,1268,70
1269,1269,203
1270,1270,216
1271,1271,320
1272,1272,747
1273,1273,891
1274,1274,259
1275,1275,814
1276,1276,726
1277,1277,524
1278,1278,183
1279,1279,231
1280,1280,261
1281,1281,22
1282,1282,434
1283,1283,866
1284,1284,160
1285,1285,807
1286,1286,73
1287,1287,438
1288,1288,952
1289,1289,928
1290,1290,732
1291,1291,531
1292,1292,545
1293,1293,999
1294,1294,236
1295,1295,869
1296,1296,803
1297,1297,116
1298,1298,845
1299,1299,801
1300,1300,260
1301,1301,865
1302,1302,926
1303,1303,380
1304,1304,455
1305,1305,975
1306,1306,343
1307,1307,319
1308,1308,476
1309,1309,516
1310,1310,406
1311,1311,732
1312,1312,201
1313,1313,222
1314,1314,294
1315,1315,655
1316,1316,22
1317,1317,416
1318,1318,130
1319,1319,422
1320,1320,604
1321,1321,273
1322,1322,454
1323,1323,488
1324,1324,416
1325,1325,754
1326,1326,971
1327,1327,740
1328,1328,767
1329,1329,119
1330,1330,937
1331,1331,820
1332,1332,688
1333,1333,988
1334,1334,616
1335,1335,318
1336,1336,473
1337,1337,986
1338,1338,159
1339,1339,744
1340,1340,583
1341,1341,555
1342,1342,797
1343,1343,593
1344,1344,899
1345,1345,241
1346,1346,44
1347,1347,664
1348,1348,994
1349,1349,238
1350,1350,164
1351,1351,53
1352,1352,770
1353,1353,916
1354,1354,213
1355,1355,868
1356,1356,713
1357,1357,878
1358,1358,408
1359,1359,619
1360,1360,658
1361,1361,61
1362,1362,267
1363,1363,637
1364,1364,274
1365,1365,595
1366,1366,552
1367,1367,806
1368,1368,243
1369,1369,588
1370,1370,795
1371,1371,835
1372,1372,227
1373,1373,991
1374,1374,223
1375,1375,397
1376,1376,834
1377,1377,305
1378,1378,466
1379,1379,85
1380,1380,645
1381,1381,973
1382,1382,501
1383,1383,647
1384,1384,167
1385,1385,598
1386,1386,506
1387,1387,965
1388,1388,854
1389,1389,346
1390,1390,11
1391,1391,686
1392,1392,436
1393,1393,162
1394,1394,666
1395,1395,48
1396,1396,118
1397,1397,56
1398,1398,134
1399,1399,110
1400,1400,324
1401,1401,310
1402,1402,165
1403,1403,900
1404,1404,491
1405,1405,660
1406,1406,760
1407,1407,779
1408,1408,647
1409,1409,302
1410,1410,529
1411,1411,388
1412,1412,238
1413,1413,43
1414,1414,818
1415,1415,432
1416,1416,36
1417,1417,141
1418,1418,823
1419,1419,779
1420,1420,190
1421,1421,575
1422,1422,299
1423,1423,301
1424,1424,349
1425,1425,703
1426,1426,182
1427,1427,691
1428,1428,159
1429,1429,490
1430,1430,383
1431,1431,297
1432,1432,276
1433,1433,652
1434,1434,215
1435,1435,986
1436,1436,903
1437,1437,836
1438,1438,76
1439,1439,99
1440,1440,271
1441,1441,418
1442,1442,189
1443,1443,935
1444,1444,66
1445,1445,158
1446,1446,506
1447,1447,740
1448,1448,833
1449,1449,749
1450,1450,243
1451,1451,621
1452,1452,541
1453,1453,61
1454,1454,75
1455,1455,349
1456,1456,736
1457,1457,966
1458,1458,389
1459,1459,524
1460,1460,797
1461,1461,742
1462,1462,901
1463,1463,194
1464,1464,693
1465,1465,888
1466,1466,864
1467,1467,922
1468,1468,691
1469,1469,396
1470,1470,795
1471,1471,205
1472,1472,186
1473,1473,178
1474,1474,599
1475,1475,869
1476,1476,579
1477,1477,702
1478,1478,989
1479,1479,977
1480,1480,795
1481,1481,395
1482,1482,13
1483,1483,358
1484,1484,523
1485,1485,225
1486,1486,627
1487,1487,867
1488,1488,718
1489,1489,801
1490,1490,356
1491,1491,799
1492,1492,797
1493,1493,1000
1494,1494,579
1495,1495,657
1496,1496,205
1497,1497,735
1498,1498,848
1499,1499,530
1500,1500,725
1501,1501,383
1502,1502,561
1503,1503,552
1504,1504,957
1505,1505,113
1506,1506,889
1507,1507,712
1508,1508,518
1509,1509,567
1510,1510,788
1511,1511,513
1512,1512,775
1513,1513,648
1514,1514,362
1515,1515,357
1516,1516,315
1517,1517,650
1518,1518,13
1519,1519,324
1520,1520,922
1521,1521,206
1522,1522,499
1523,1523,572
1524,1524,937
1525,1525,808
1526,1526,835
1527,1527,171
1528,1528,992
1529,1529,970
1530,1530,932
1531,1531,691
1532,1532,889
1533,1533,524
1534,1534,989
1535,1535,275
1536,1536,140
1537,1537,830
1538,1538,674
1539,1539,175
1540,1540,770
1541,1541,70
1542,1542,545
1543,1543,234
1544,1544,484
1545,1545,666
1546,1546,324
1547,1547,982
1548,1548,555
1549,1549,497
1550,1550,580
1551,1551,955
1552,1552,373
1553,1553,973
1554,1554,253
1555,1555,49
1556,1556,118
1557,1557,64
1558,1558,893
1559,1559,902
1560,1560,817
1561,1561,879
1562,1562,375
1563,1563,482
1564,1564,903
1565,1565,199
1566,1566,547
1567,1567,553
1568,1568,560
1569,1569,660
1570,1570,752
1571,1571,936
1572,1572,266
1573,1573,432
1574,1574,113
1575,1575,731
1576,1576,838
1577,1577,745
1578,1578,246
1579,1579,362
1580,1580,510
1581,1581,280
1582,1582,841
1583,1583,437
1584,1584,814
1585,1585,192
1586,1586,311
1587,1587,405
1588,1588,810
1589,1589,908
1590,1590,425
1591,1591,941
1592,1592,385
1593,1593,772
1594,1594,163
1595,1595,592
1596,1596,114
1597,1597,626
1598,1598,74
1599,1599,708
1600,1600,420
1601,1601,500
1602,1602,373
1603,1603,579
1604,1604,962
1605,1605,416
1606,1606,489
1607,1607,315
1608,1608,862
1609,1609,412
1610,1610,522
1611,1611,355
1612,1612,992
1613,1613,412
1614,1614,742
1615,1615,578
1616,1616,967
1617,1617,924
1618,1618,834
1619,1619,918
1620,1620,107
1621,1621,717
1622,1622,392
1623,1623,352
1624,1624,769
1625,1625,521
1626,1626,509
1627,1627,639
1628,1628,508
1629,1629,359
1630,1630,59
1631,1631,754
1632,1632,576
1633,1633,860
1634,1634,268
1635,1635,334
1636,1636,951
1637,1637,35
1638,1638,899
1639,1639,428
1640,1640,793
1641,1641,327
1642,1642,519
1643,1643,278
1644,1644,996
1645,1645,525
1646,1646,492
1647,1647,155
1648,1648,199
1649,1649,356
1650,1650,837
1651,1651,919
1652,1652,762
1653,1653,447
1654,1654,820
1655,1655,422
1656,1656,156
1657,1657,565
1658,1658,478
1659,1659,718
1660,1660,890
1661,1661,155
1662,1662,574
1663,1663,523
1664,1664,361
1665,1665,133
1666,1666,954
1667,1667,759
1668,1668,650
1669,1669,165
1670,1670,885
1671,1671,817
1672,1672,188
1673,1673,711
1674,1674,35
1675,1675,964
1676,1676,847
1677,1677,89
1678,1678,459
1679,1679,195
1680,1680,198
1681,1681,493
1682,1682,121
1683,1683,88
1684,1684,789
1685,1685,890
1686,1686,321
1687,1687,201
1688,1688,843
1689,1689,492
1690,1690,417
1691,1691,623
1692,1692,393
1693,1693,151
1694,1694,651
1695,1695,732
1696,1696,615
1697,1697,418
1698,1698,175
1699,1699,797
1700,1700,808
1701,1701,28
1702,1702,129
1703,1703,311
1704,1704,776
1705,1705,896
1706,1706,794
1707,1707,509
1708,1708,546
1709,1709,735
1710,1710,851
1711,1711,124
1712,1712,189
1713,1713,781
1714,1714,291
1715,1715,217
1716,1716,352
1717,1717,843
1718,1718,469
1719,1719,998
1720,1720,827
1721,1721,38
1722,1722,587
1723,1723,345
1724,1724,328
1725,1725,843
1726,1726,386
1727,1727,38
1728,1728,84
1729,1729,188
1730,1730,543
1731,1731,772
1732,1732,884
1733,1733,834
1734,1734,690
1735,1735,373
1736,1736,30
1737,1737,710
1738,1738,118
1739,1739,909
1740,1740,674
1741,1741,506
1742,1742,509
1743,1743,737
1744,1744,927
1745,1745,644
1746,1746,441
1747,1747,576
1748,1748,29
1749,1749,937
1750,1750,441
1751,1751,193
1752,1752,948
1753,1753,521
1754,1754,695
1755,1755,705
1756,1756,378
1757,1757,946
1758,1758,656
1759,1759,249
1760,1760,346
1761,1761,562
1762,1762,657
1763,1763,764
1764,1764,443
1765,1765,153
1766,1766,275
1767,1767,945
1768,1768,514
1769,1769,244
1770,1770,470
1771,1771,617
1772,1772,85
1773,1773,994
1774,1774,710
1775,1775,351
1776,1776,866
1777,1777,407
1778,1778,696
1779,1779,37
1780,1780,635
1781,1781,102
1782,1782,889
1783,1783,111
1784,1784,62
1785,1785,327
1786,1786,528
1787,1787,970
1788,1788,228
1789,1789,955
1790,1790,408
1791,1791,232
1792,1792,792
1793,1793,160
1794,1794,607
1795,1795,313
1796,1796,135
1797,1797,363
1798,1798,219
1799,1799,39
1800,1800,394
1801,1801,312
1802,1802,805
1803,1803,319
1804,1804,584
1805,1805,753
1806,1806,888
1807,1807,929
1808,1808,456
1809,1809,540
1810,1810,979
1811,1811,873
1812,1812,899
1813,1813,594
1814,1814,472
1815,1815,815
1816,1816,39
1817,1817,670
1818,1818,487
1819,1819,884
1820,1820,693
1821,1821,333
1822,1822,28
1823,1823,321
1824,1824,106
1825,1825,122
1826,1826,15
1827,1827,836
1828,1828,941
1829,1829,390
1830,1830,955
1831,1831,479
1832,1832,241
1833,1833,524
1834,1834,148
1835,1835,769
1836,1836,526
1837,1837,860
1838,1838,576
1839,1839,976
1840,1840,743
1841,1841,207
1842,1842,824
1843,1843,764
1844,1844,937
1845,1845,299
1846,1846,741
1847,1847,683
1848,1848,976
1849,1849,700
1850,1850,58
1851,1851,52
1852,1852,710
1853,1853,362
1854,1854,48
1855,1855,131
1856,1856,54
1857,1857,265
1858,1858,314
1859,1859,974
1860,1860,520
1861,1861,670
1862,1862,976
1863,1863,40
1864,1864,823
1865,1865,293
1866,1866,341
1867,1867,606
1868,1868,310
1869,1869,290
1870,1870,501
1871,1871,257
1872,1872,578
1873,1873,798
1874,1874,206
1875,1875,249
1876,1876,303
1877,1877,691
1878,1878,39
1879,1879,378
1880,1880,46
1881,1881,520
1882,1882,590
1883,1883,615
1884,1884,202
1885,1885,424
1886,1886,792
1887,1887,637
1888,1888,124
1889,1889,798
1890,1890,830
1891,1891,499
1892,1892,112
1893,1893,204
1894,1894,88
1895,1895,588
1896,1896,271
1897,1897,252
1898,1898,535
1899,1899,462
1900,1900,205
1901,1901,805
1902,1902,261
1903,1903,503
1904,1904,98
1905,1905,627
1906,1906,605
1907,1907,67
1908,1908,732
1909,1909,315
1910,1910,177
1911,1911,404
1912,1912,885
1913,1913,705
1914,1914,314
1915,1915,895
1916,1916,952
1917,1917,964
1918,1918,909
1919,1919,591
1920,1920,864
1921,1921,261
1922,1922,393
1923,1923,718
1924,1924,581
1925,1925,584
1926,1926,248
1927,1927,451
1928,1928,630
1929,1929,884
1930,1930,245
1931,1931,900
1932,1932,666
1933,1933,13
1934,1934,904
1935,1935,380
1936,1936,380
1937,1937,114
1938,1938,741
1939,1939,300
1940,1940,368
1941,1941,741
1942,1942,233
1943,1943,650
1944,1944,819
1945,1945,852
1946,1946,604
1947,1947,607
1948,1948,206
1949,1949,876
1950,1950,27
1951,1951,569
1952,1952,883
1953,1953,381
1954,1954,226
1955,1955,23
1956,1956,734
1957,1957,192
1958,1958,410
1959,1959,502
1960,1960,334
1961,1961,858
1962,1962,884
1963,1963,998
1964,1964,29
1965,1965,212
1966,1966,162
1967,1967,235
1968,1968,116
1969,1969,796
1970,1970,618
1971,1971,808
1972,1972,829
1973,1973,604
1974,1974,526
1975,1975,622
1976,1976,661
1977,1977,330
1978,1978,78
1979,1979,863
1980,1980,395
1981,1981,657
1982,1982,934
1983,1983,738
1984,1984,10
1985,1985,439
1986,1986,895
1987,1987,460
1988,1988,824
1989,1989,713
1990,1990,69
1991,1991,715
1992,1992,122
1993,1993,792
1994,1994,106
1995,1995,794
