Symbol,Name,Share_Price
annoyedClam8,annoyedClam8,120
superiorMallard4,superiorMallard4,658
ardentTortoise4,ardentTortoise4,269
emptyCordial5,emptyCordial5,928
affectedLapwing1,affectedLapwing1,383
joyfulAbalone5,joyfulAbalone5,691
jubilantBaboon8,jubilantBaboon8,166
forsakenBagels5,forsakenBagels5,715
peacefulLlama6,peacefulLlama6,196
guiltySalt6,guiltySalt6,194
thriftyTermite4,thriftyTermite4,139
scornfulTomatoe0,scornfulTomatoe0,303
pitifulBoars9,pitifulBoars9,16
ardentPorpoise2,ardentPorpoise2,36
humorousTruffle5,humorousTruffle5,556
boredFish7,boredFish7,409
dreadfulCordial1,dreadfulCordial1,663
alertTermite1,alertTermite1,409
unhappyBagels7,unhappyBagels7,455
murkyBuzzard1,murkyBuzzard1,697
grumpyBittern3,grumpyBittern3,287
drearyWildfowl5,drearyWildfowl5,426
wearyMoth8,wearyMoth8,78
brainyTomatoe4,brainyTomatoe4,455
abjectGranola3,abjectGranola3,775
drearyMoth2,drearyMoth2,120
ferventThrushe0,ferventThrushe0,107
superiorLemur7,superiorLemur7,271
innocentBittern4,innocentBittern4,800
crushedSwift5,crushedSwift5,60
enviousBaboon6,enviousBaboon6,685
excludedRuffs7,excludedRuffs7,190
stressedBustard2,stressedBustard2,673
pitifulPretzels2,pitifulPretzels2,652
sheepishApples8,sheepishApples8,271
sadDingo4,sadDingo4,343
truthfulCake4,truthfulCake4,519
solidPaella7,solidPaella7,66
wrathfulDoughnut7,wrathfulDoughnut7,200
truthfulGatorade8,truthfulGatorade8,314
dopeyJerky1,dopeyJerky1,232
betrayedChile0,betrayedChile0,737
troubledMagpie7,troubledMagpie7,33
empathicLollies6,empathicLollies6,987
sadBoa2,sadBoa2,460
cruelPie6,cruelPie6,617
contentLizard0,contentLizard0,413
dopeyLlama6,dopeyLlama6,909
artisticHeron3,artisticHeron3,319
peskySalt1,peskySalt1,228
jumpyCaviar6,jumpyCaviar6,999
giddyFish3,giddyFish3,52
importedGranola7,importedGranola7,646
aloofFlamingo5,aloofFlamingo5,364
grizzledFerret8,grizzledFerret8,823
alertRelish9,alertRelish9,165
joyfulLocust3,joyfulLocust3,105
shyCod7,shyCod7,668
wornoutThrushe3,wornoutThrushe3,469
giddyLizard6,giddyLizard6,164
debonairOtter3,debonairOtter3,151
debonairUnicorn2,debonairUnicorn2,527
pridefulCurlew2,pridefulCurlew2,642
outlyingLard2,outlyingLard2,477
ardentBustard5,ardentBustard5,409
panickyPolenta6,panickyPolenta6,126
brainyGnu6,brainyGnu6,310
sadHyena7,sadHyena7,454
excitedCurlew0,excitedCurlew0,477
spiritedBaboon1,spiritedBaboon1,452
chicDingo2,chicDingo2,861
cockyJerky7,cockyJerky7,832
worriedMackerel8,worriedMackerel8,956
annoyedTermite9,annoyedTermite9,810
offendedOtter7,offendedOtter7,435
joyfulPaella0,joyfulPaella0,840
ashamedMacaw0,ashamedMacaw0,941
vengefulIcecream4,vengefulIcecream4,693
dearBittern5,dearBittern5,897
kindCaribou6,kindCaribou6,707
jealousTuna8,jealousTuna8,908
offendedDinosaur6,offendedDinosaur6,733
giddyBobolink6,giddyBobolink6,294
pitifulHyena1,pitifulHyena1,470
ardentLard4,ardentLard4,626
euphoricThrush4,euphoricThrush4,124
finickyBagels6,finickyBagels6,465
mildMacaw8,mildMacaw8,229
thriftyLollies0,thriftyLollies0,589
abjectPorpoise3,abjectPorpoise3,818
abjectTeal0,abjectTeal0,311
curiousSardines2,curiousSardines2,839
holisticCheetah2,holisticCheetah2,816
lazyQuiche7,lazyQuiche7,821
mildSalt6,mildSalt6,817
aloofPorpoise9,aloofPorpoise9,704
spiritedBobolink0,spiritedBobolink0,403
awedTuna7,awedTuna7,490
pridefulBaboon0,pridefulBaboon0,99
worriedPear8,worriedPear8,763
jealousTeal4,jealousTeal4,167
cockyPear2,cockyPear2,222
scornfulCow5,scornfulCow5,333
jubilantCow9,jubilantCow9,913
murkyOatmeal9,murkyOatmeal9,677
dearLion9,dearLion9,353
morbidDingo0,morbidDingo0,512
guiltyRelish5,guiltyRelish5,451
holisticOtter8,holisticOtter8,511
decimalHoopoe8,decimalHoopoe8,173
boredWidgeon8,boredWidgeon8,460
resolvedApples6,resolvedApples6,942
jumpyPaella1,jumpyPaella1,852
bubblySheep6,bubblySheep6,826
cockySardines2,cockySardines2,155
euphoricFalcon7,euphoricFalcon7,47
sheepishCardinal1,sheepishCardinal1,848
decimalRuffs9,decimalRuffs9,792
resolvedCardinal5,resolvedCardinal5,42
shyBasmati5,shyBasmati5,821
shyCamel1,shyCamel1,968
ardentOcelot1,ardentOcelot1,871
contentPoultry3,contentPoultry3,563
debonairDunbird1,debonairDunbird1,242
annoyedSeahorse9,annoyedSeahorse9,319
debonairLard4,debonairLard4,266
thriftyOwl7,thriftyOwl7,151
wearyOcelot2,wearyOcelot2,314
aloofCoati6,aloofCoati6,988
eagerMackerel9,eagerMackerel9,667
emptyApples2,emptyApples2,323
drearyMandrill9,drearyMandrill9,530
needyMussel1,needyMussel1,952
shyMeerkat9,shyMeerkat9,924
humorousFish6,humorousFish6,322
wingedEggs1,wingedEggs1,254
giddyPolenta3,giddyPolenta3,926
importedChamois3,importedChamois3,662
solidJaguar9,solidJaguar9,161
lazyPolenta4,lazyPolenta4,887
blissfulHeron0,blissfulHeron0,551
insecureQuiche1,insecureQuiche1,550
decimalRaisins7,decimalRaisins7,874
humorousCod5,humorousCod5,318
worldlyToucan3,worldlyToucan3,621
chicCod8,chicCod8,260
kindPepper9,kindPepper9,158
excludedBuck3,excludedBuck3,728
finickyEland8,finickyEland8,822
ashamedBobolink0,ashamedBobolink0,813
cruelSausage5,cruelSausage5,263
cockyChough3,cockyChough3,267
obsessedMandrill1,obsessedMandrill1,441
worriedLemur3,worriedLemur3,916
curiousLion4,curiousLion4,721
guiltyBaboon2,guiltyBaboon2,625
alertCrackers4,alertCrackers4,40
mereCaribou9,mereCaribou9,868
guiltyCrackers4,guiltyCrackers4,95
superiorDove6,superiorDove6,979
offendedGatorade1,offendedGatorade1,192
pleasedDoves1,pleasedDoves1,569
mercifulSmelt4,mercifulSmelt4,387
wearyMacaw0,wearyMacaw0,375
excludedFlamingo7,excludedFlamingo7,923
exactingMeerkat6,exactingMeerkat6,356
kindCheetah7,kindCheetah7,237
abjectViper5,abjectViper5,48
superiorHeron0,superiorHeron0,47
wakefulStork8,wakefulStork8,339
aboardGranola7,aboardGranola7,359
cautiousMare3,cautiousMare3,899
affectedCordial6,affectedCordial6,686
finickyToucan5,finickyToucan5,933
gleefulBittern0,gleefulBittern0,244
peskyPudding9,peskyPudding9,916
forsakenCheetah0,forsakenCheetah0,904
humorousCow3,humorousCow3,55
abjectPup1,abjectPup1,22
jubilantOil3,jubilantOil3,933
grudgingRat0,grudgingRat0,631
trustingCrane0,trustingCrane0,216
lazyCurlew6,lazyCurlew6,935
soreQuiche2,soreQuiche2,346
panickyOil3,panickyOil3,595
troubledPonie5,troubledPonie5,321
jubilantBaboon5,jubilantBaboon5,69
wingedHyena4,wingedHyena4,325
thrilledOil4,thrilledOil4,129
goofySeahorse9,goofySeahorse9,675
culturedMallard3,culturedMallard3,95
vengefulCoconut4,vengefulCoconut4,538
sheepishRuffs0,sheepishRuffs0,561
pitifulLard4,pitifulLard4,178
excludedOil0,excludedOil0,407
wakefulMandrill3,wakefulMandrill3,321
obsessedSalt6,obsessedSalt6,334
scornfulQuiche4,scornfulQuiche4,204
lazySeagull9,lazySeagull9,118
ecstaticCamel8,ecstaticCamel8,295
madPie7,madPie7,632
pacifiedCod8,pacifiedCod8,788
thriftyCrackers6,thriftyCrackers6,449
somberTomatoe1,somberTomatoe1,796
abjectLizard5,abjectLizard5,656
wearyCockatoo6,wearyCockatoo6,523
dejectedClam2,dejectedClam2,625
joyfulBuck9,joyfulBuck9,790
scornfulPudding9,scornfulPudding9,646
humorousRat2,humorousRat2,688
zestyTacos1,zestyTacos1,90
blissfulHoopoe0,blissfulHoopoe0,154
outlyingJerky4,outlyingJerky4,768
thriftySyrup5,thriftySyrup5,863
worriedFlamingo9,worriedFlamingo9,968
mellowSeafowl8,mellowSeafowl8,909
peacefulDingo6,peacefulDingo6,982
pitifulIcecream3,pitifulIcecream3,356
forsakenApricots2,forsakenApricots2,540
amazedBittern2,amazedBittern2,763
sugaryEggs2,sugaryEggs2,698
similarFlamingo8,similarFlamingo8,34
gloomySwift5,gloomySwift5,752
eagerPup2,eagerPup2,525
crummyMagpie4,crummyMagpie4,690
aloofPretzels4,aloofPretzels4,674
anxiousLollies4,anxiousLollies4,162
madSnail6,madSnail6,962
cruelTruffle3,cruelTruffle3,488
joyfulHoopoe8,joyfulHoopoe8,52
peacefulHare1,peacefulHare1,231
spiritedChowder1,spiritedChowder1,409
sugaryApples9,sugaryApples9,331
gloomyChowder3,gloomyChowder3,452
soreTortoise1,soreTortoise1,736
wornoutCheese8,wornoutCheese8,156
sincereChowder8,sincereChowder8,608
lovesickCow1,lovesickCow1,103
eagerSmelt9,eagerSmelt9,542
thriftyBaboon3,thriftyBaboon3,156
anxiousChamois5,anxiousChamois5,384
truthfulCurlew5,truthfulCurlew5,195
forsakenRelish9,forsakenRelish9,198
resolvedCrane7,resolvedCrane7,448
spiritedOwl6,spiritedOwl6,466
offendedMackerel3,offendedMackerel3,553
grumpyLlama9,grumpyLlama9,128
tautBobolink9,tautBobolink9,300
pleasedGnu8,pleasedGnu8,427
peacefulPear1,peacefulPear1,669
boredCockatoo7,boredCockatoo7,702
jubilantCamel9,jubilantCamel9,272
innocentWigeon6,innocentWigeon6,645
needfulCheetah9,needfulCheetah9,460
murkyPolenta4,murkyPolenta4,940
mercifulMare3,mercifulMare3,849
enragedBasmati3,enragedBasmati3,744
obsessedCur1,obsessedCur1,94
holisticTeal5,holisticTeal5,746
solemnFalcon1,solemnFalcon1,278
shyLapwing6,shyLapwing6,23
gloomyMandrill7,gloomyMandrill7,551
thrilledGelding2,thrilledGelding2,980
goofyRhino1,goofyRhino1,266
obsessedPretzels5,obsessedPretzels5,225
ferventStork0,ferventStork0,238
adoringTacos2,adoringTacos2,101
morbidTeal3,morbidTeal3,347
adoringCamel9,adoringCamel9,240
grudgingCow0,grudgingCow0,385
guiltyChough7,guiltyChough7,769
aboardKitten2,aboardKitten2,545
puzzledChowder8,puzzledChowder8,865
joyfulWhiting6,joyfulWhiting6,596
abjectCaribou9,abjectCaribou9,309
joyfulBobolink9,joyfulBobolink9,790
annoyedWidgeon1,annoyedWidgeon1,923
lovesickHawk6,lovesickHawk6,662
peacefulSardines9,peacefulSardines9,781
eagerPepper3,eagerPepper3,623
trustingRelish8,trustingRelish8,631
grumpyOtter1,grumpyOtter1,581
lovesickBasmati6,lovesickBasmati6,718
peacefulGranola6,peacefulGranola6,521
selfishCod1,selfishCod1,521
pluckyLlama4,pluckyLlama4,102
grudgingTomatoe5,grudgingTomatoe5,624
cautiousHawk2,cautiousHawk2,111
somberFerret2,somberFerret2,173
obsessedPepper9,obsessedPepper9,839
sincereSeafowl4,sincereSeafowl4,131
zestyBurritos9,zestyBurritos9,553
similarPepper7,similarPepper7,611
excludedTortoise3,excludedTortoise3,202
needyLollies5,needyLollies5,541
brainySnipe4,brainySnipe4,689
pacifiedOtter7,pacifiedOtter7,747
truthfulCurlew9,truthfulCurlew9,545
goofyTacos2,goofyTacos2,669
aboardIcecream0,aboardIcecream0,512
dreadfulPonie7,dreadfulPonie7,974
forsakenThrushe4,forsakenThrushe4,709
innocentStork4,innocentStork4,381
wearyOil7,wearyOil7,852
chicBuzzard2,chicBuzzard2,205
zestyOrange5,zestyOrange5,824
pacifiedEland1,pacifiedEland1,440
debonairDinosaur9,debonairDinosaur9,814
innocentSalt7,innocentSalt7,114
excitedPorpoise7,excitedPorpoise7,667
guiltyOrange2,guiltyOrange2,676
grizzledMeerkat8,grizzledMeerkat8,487
giddyPup7,giddyPup7,309
morbidPear8,morbidPear8,741
jealousSnail0,jealousSnail0,489
similarOil4,similarOil4,610
alertPretzels6,alertPretzels6,79
lovesickPie4,lovesickPie4,283
mellowWildfowl3,mellowWildfowl3,707
wrathfulMoth0,wrathfulMoth0,941
pridefulKitten8,pridefulKitten8,607
sincereMallard8,sincereMallard8,36
aboardTeal0,aboardTeal0,580
curiousSardines1,curiousSardines1,475
empathicDunbird5,empathicDunbird5,699
awedAntelope4,awedAntelope4,271
affectedLion2,affectedLion2,527
obsessedClam3,obsessedClam3,71
jubilantDingo2,jubilantDingo2,923
annoyedOatmeal0,annoyedOatmeal0,211
drearyGranola4,drearyGranola4,819
hushedRelish4,hushedRelish4,992
ashamedBobolink0,ashamedBobolink0,195
morbidChowder1,morbidChowder1,742
boastfulTomatoe0,boastfulTomatoe0,164
gutturalHare6,gutturalHare6,798
jumpyGatorade8,jumpyGatorade8,485
grizzledKitten3,grizzledKitten3,278
lyingCrackers1,lyingCrackers1,846
aloofOil9,aloofOil9,571
truthfulCur4,truthfulCur4,930
wornoutRhino2,wornoutRhino2,619
drearyTruffle1,drearyTruffle1,374
jumpyEggs9,jumpyEggs9,695
awedLollies7,awedLollies7,653
annoyedToucan3,annoyedToucan3,651
lyingOrange8,lyingOrange8,552
excludedSardines9,excludedSardines9,495
unhappyDoves9,unhappyDoves9,535
aboardPear3,aboardPear3,564
boastfulUnicorn4,boastfulUnicorn4,124
jubilantIguana6,jubilantIguana6,772
peskyDingo1,peskyDingo1,691
humorousPudding3,humorousPudding3,457
aloofRhino5,aloofRhino5,728
joyfulJaguar7,joyfulJaguar7,780
boastfulCurlew1,boastfulCurlew1,253
scornfulThrushe9,scornfulThrushe9,109
tautOatmeal2,tautOatmeal2,335
resolvedPretzels6,resolvedPretzels6,456
boredEagle5,boredEagle5,113
exactingSmelt4,exactingSmelt4,232
shamefulShads2,shamefulShads2,311
cheerfulPear6,cheerfulPear6,554
alertLion7,alertLion7,301
cynicalRelish4,cynicalRelish4,154
truthfulOryx7,truthfulOryx7,909
resolvedTuna2,resolvedTuna2,74
scornfulHare8,scornfulHare8,297
outlyingCheetah3,outlyingCheetah3,845
morbidWigeon5,morbidWigeon5,543
ardentLapwing1,ardentLapwing1,512
jubilantWasp4,jubilantWasp4,921
anxiousGatorade8,anxiousGatorade8,31
ashamedIcecream7,ashamedIcecream7,75
solemnCaviar2,solemnCaviar2,592
sugaryCheese8,sugaryCheese8,586
lazyHawk5,lazyHawk5,370
pacifiedSardines2,pacifiedSardines2,508
murkyWasp3,murkyWasp3,383
emptyRaisins0,emptyRaisins0,871
abjectGranola5,abjectGranola5,198
worriedThrushe0,worriedThrushe0,174
finickyCockatoo0,finickyCockatoo0,266
jumpyPolenta5,jumpyPolenta5,839
debonairQuiche2,debonairQuiche2,807
thriftyWidgeon4,thriftyWidgeon4,41
ardentThrush2,ardentThrush2,104
enviousFalcon0,enviousFalcon0,941
morbidGelding2,morbidGelding2,450
worriedFish7,worriedFish7,749
dearRhino2,dearRhino2,493
euphoricSwift0,euphoricSwift0,380
gloomyOwl0,gloomyOwl0,416
obsessedMuesli6,obsessedMuesli6,609
aloofGarlic8,aloofGarlic8,424
sadSardines8,sadSardines8,859
gloomyBuck3,gloomyBuck3,338
adoringCockatoo8,adoringCockatoo8,61
gutturalBustard0,gutturalBustard0,91
unhappyWidgeon6,unhappyWidgeon6,451
thriftySnail7,thriftySnail7,508
pluckyShads7,pluckyShads7,787
morbidChamois9,morbidChamois9,360
curiousEagle4,curiousEagle4,989
drearyRat3,drearyRat3,308
soreCockatoo7,soreCockatoo7,958
wornoutCoati5,wornoutCoati5,19
worriedGranola2,worriedGranola2,466
betrayedGarlic6,betrayedGarlic6,533
trustingCheese6,trustingCheese6,156
lazyPepper6,lazyPepper6,952
unhappyWidgeon0,unhappyWidgeon0,502
relievedDove3,relievedDove3,668
affectedDoughnut2,affectedDoughnut2,202
excitedLard1,excitedLard1,491
morbidMallard8,morbidMallard8,863
sincereKitten2,sincereKitten2,779
alertTuna2,alertTuna2,933
jumpyRuffs8,jumpyRuffs8,605
ashamedHoopoe2,ashamedHoopoe2,323
wearyMacaw9,wearyMacaw9,833
jealousPiglet5,jealousPiglet5,362
dejectedSalt8,dejectedSalt8,547
gutturalSheep8,gutturalSheep8,864
joyfulIcecream6,joyfulIcecream6,89
solidVenison5,solidVenison5,369
affectedPear3,affectedPear3,28
amazedSeafowl0,amazedSeafowl0,221
eagerBaboon0,eagerBaboon0,665
peacefulSnail1,peacefulSnail1,892
mellowMare2,mellowMare2,13
dearIcecream4,dearIcecream4,416
hushedHare0,hushedHare0,376
insecurePear6,insecurePear6,44
cautiousPolenta6,cautiousPolenta6,660
unhappyPorpoise7,unhappyPorpoise7,711
adoringSeahorse3,adoringSeahorse3,439
cockyGarlic9,cockyGarlic9,486
forsakenLlama3,forsakenLlama3,774
goofyFlamingo8,goofyFlamingo8,228
thrilledKitten5,thrilledKitten5,840
decimalToucan5,decimalToucan5,803
anxiousJaguar2,anxiousJaguar2,720
enragedWildfowl9,enragedWildfowl9,759
jumpyGranola4,jumpyGranola4,141
grumpyDoughnut3,grumpyDoughnut3,928
obsessedTomatoe9,obsessedTomatoe9,606
relievedTacos1,relievedTacos1,162
needfulMuesli4,needfulMuesli4,409
panickyBittern2,panickyBittern2,141
tautHawk1,tautHawk1,1000
madSausage9,madSausage9,726
yearningOryx8,yearningOryx8,554
mereWigeon4,mereWigeon4,710
innocentSnipe3,innocentSnipe3,469
alertVenison2,alertVenison2,899
puzzledTomatoe7,puzzledTomatoe7,842
worriedLizard0,worriedLizard0,564
culturedEagle3,culturedEagle3,706
curiousSmelt4,curiousSmelt4,190
aloofMandrill2,aloofMandrill2,801
forsakenRice6,forsakenRice6,120
ardentGarlic4,ardentGarlic4,52
selfishSardines4,selfishSardines4,955
gleefulChile2,gleefulChile2,437
panickyBagels3,panickyBagels3,593
insecureBasmati2,insecureBasmati2,922
shyOryx7,shyOryx7,707
sincereCoconut9,sincereCoconut9,107
shamefulMussel7,shamefulMussel7,310
solidToucan0,solidToucan0,989
outlyingCordial8,outlyingCordial8,136
blissfulCaviar2,blissfulCaviar2,635
jubilantKitten1,jubilantKitten1,499
needfulPlover1,needfulPlover1,336
pleasedPorpoise1,pleasedPorpoise1,587
awedSheep1,awedSheep1,958
awedRat1,awedRat1,976
needfulChamois3,needfulChamois3,155
finickyVenison7,finickyVenison7,160
chicDingo2,chicDingo2,858
somberBoa8,somberBoa8,470
similarMeerkat5,similarMeerkat5,454
mellowCrane6,mellowCrane6,980
innocentLizard0,innocentLizard0,714
insecureChough7,insecureChough7,218
trustingTruffle0,trustingTruffle0,804
vengefulPorpoise6,vengefulPorpoise6,548
troubledEggs8,troubledEggs8,857
abjectPorpoise3,abjectPorpoise3,107
offendedBobolink9,offendedBobolink9,436
outlyingVenison3,outlyingVenison3,33
artisticPretzels5,artisticPretzels5,913
troubledCockatoo9,troubledCockatoo9,904
pitifulOwl4,pitifulOwl4,625
unhappyIcecream8,unhappyIcecream8,988
stressedOryx1,stressedOryx1,458
giddyRuffs6,giddyRuffs6,245
boastfulDoves1,boastfulDoves1,766
scornfulIcecream2,scornfulIcecream2,851
goofySnipe7,goofySnipe7,241
grizzledPoultry5,grizzledPoultry5,543
importedWildfowl3,importedWildfowl3,116
amazedCurlew5,amazedCurlew5,974
enviousPlover6,enviousPlover6,851
unhappyChough8,unhappyChough8,779
decimalUnicorn9,decimalUnicorn9,946
forsakenGnu0,forsakenGnu0,577
truthfulDinosaur2,truthfulDinosaur2,632
abjectTomatoe3,abjectTomatoe3,398
hushedDoughnut4,hushedDoughnut4,595
aboardIcecream2,aboardIcecream2,353
resolvedSeagull2,resolvedSeagull2,188
drearyStork8,drearyStork8,160
peacefulLard0,peacefulLard0,485
lyingTuna9,lyingTuna9,408
enragedIguana1,enragedIguana1,99
solidCaviar4,solidCaviar4,514
affectedHare6,affectedHare6,960
lovesickCordial2,lovesickCordial2,254
euphoricCrackers4,euphoricCrackers4,796
crummyRelish1,crummyRelish1,48
mildMandrill1,mildMandrill1,610
stressedTortoise9,stressedTortoise9,877
cockyLeopard8,cockyLeopard8,349
madPorpoise5,madPorpoise5,601
brainyEagle0,brainyEagle0,293
jumpySalami6,jumpySalami6,974
resolvedLocust0,resolvedLocust0,893
spiritedDoves1,spiritedDoves1,40
madDoves3,madDoves3,409
betrayedBoa8,betrayedBoa8,694
pluckySeahorse7,pluckySeahorse7,947
vengefulPlover5,vengefulPlover5,814
annoyedCaviar5,annoyedCaviar5,29
cheerfulCur8,cheerfulCur8,246
worriedDinosaur6,worriedDinosaur6,504
gleefulFish6,gleefulFish6,52
jumpyCoconut9,jumpyCoconut9,308
excitedBuck3,excitedBuck3,940
blissfulApples4,blissfulApples4,372
